image_name,label,num,fold,pred,diff,label_old
0191.png,0.5238936543464661,191,0,0.9522127,0.04778730869293213,0.95
0192.png,0.4771103635430336,192,0,0.045779273,-0.0457792729139328,0.05
0199.png,0.4717013780027628,199,0,0.056597244,-0.05659724399447441,0.05
0200.png,0.42487527430057526,200,0,0.15024945,-0.1502494513988495,0.05
0203.png,0.5277628004550934,203,0,0.9444744,0.05552560091018677,0.95
0207.png,0.5317324697971344,207,0,0.93653506,0.0634649395942688,0.95
0212.png,0.4748898446559906,212,0,0.05022031,-0.0502203106880188,0.05
0217.png,0.45821478962898254,217,0,0.08357042,-0.08357042074203491,0.05
0218.png,0.46395158395171165,218,0,0.07209683,-0.07209683209657669,0.05
0223.png,0.525346040725708,223,0,0.9493079,0.050692081451416016,0.95
0227.png,0.47859880328178406,227,0,0.042802393,-0.042802393436431885,0.05
0232.png,0.4857006734237075,232,0,0.028598653,-0.02859865315258503,0.05
0236.png,0.4798076208680868,236,0,0.04038476,-0.04038475826382637,0.05
0241.png,0.48006501607596874,241,0,0.039869968,-0.039869967848062515,0.05
0242.png,0.5292429625988007,242,0,0.9415141,0.05848592519760132,0.95
0248.png,0.6942687928676605,248,0,0.6114624,0.38853758573532104,0.95
0252.png,0.5168944597244263,252,0,0.9662111,0.03378891944885254,0.95
0258.png,0.5299339294433594,258,0,0.94013214,0.05986785888671875,0.95
0260.png,0.5243840515613556,260,0,0.9512319,0.04876810312271118,0.95
0261.png,0.5226123034954071,261,0,0.9547754,0.04522460699081421,0.95
0262.png,0.5237880945205688,262,0,0.9524238,0.047576189041137695,0.95
0267.png,0.52283975481987,267,0,0.9543205,0.04567950963973999,0.95
0277.png,0.5970596075057983,277,0,0.8058808,0.19411921501159668,0.95
0279.png,0.3831375688314438,279,0,0.23372486,-0.23372486233711243,0.05
0281.png,0.5181216299533844,281,0,0.96375674,0.0362432599067688,0.95
0285.png,0.5411421060562134,285,0,0.9177158,0.08228421211242676,0.95
0286.png,0.47757107950747013,286,0,0.04485784,-0.04485784098505974,0.05
0287.png,0.4545215554535389,287,0,0.09095689,-0.09095688909292221,0.05
0288.png,0.4682976007461548,288,0,0.0634048,-0.06340479850769043,0.05
0290.png,0.47649464942514896,290,0,0.0470107,-0.04701070114970207,0.05
0292.png,0.5201172232627869,292,0,0.95976555,0.04023444652557373,0.95
0299.png,0.4819400329142809,299,0,0.036119934,-0.03611993417143822,0.05
0303.png,0.5195052623748779,303,0,0.9609895,0.03901052474975586,0.95
0307.png,0.5199176371097565,307,0,0.9601647,0.03983527421951294,0.95
0310.png,0.530615508556366,310,0,0.938769,0.061231017112731934,0.95
0315.png,0.5349273681640625,315,0,0.93014526,0.069854736328125,0.95
0317.png,0.5288080275058746,317,0,0.94238394,0.05761605501174927,0.95
0321.png,0.4782353211194277,321,0,0.043529358,-0.04352935776114464,0.05
0322.png,0.5422430634498596,322,0,0.9155139,0.08448612689971924,0.95
0329.png,0.5471263229846954,329,0,0.90574735,0.09425264596939087,0.95
0332.png,0.5414634048938751,332,0,0.9170732,0.08292680978775024,0.95
0333.png,0.47862756438553333,333,0,0.04274487,-0.042744871228933334,0.05
0343.png,0.4713300447911024,343,0,0.05733991,-0.05733991041779518,0.05
0349.png,0.5258356332778931,349,0,0.94832873,0.05167126655578613,0.95
0358.png,0.5186264514923096,358,0,0.9627471,0.03725290298461914,0.95
0361.png,0.5284603536128998,361,0,0.9430793,0.05692070722579956,0.95
0362.png,0.5208869278430939,362,0,0.95822614,0.041773855686187744,0.95
0371.png,0.9359040632843971,371,0,0.12819187,0.8718081265687943,0.95
0378.png,0.5233789384365082,378,0,0.9532421,0.04675787687301636,0.95
0384.png,0.4576891213655472,384,0,0.08462176,-0.08462175726890564,0.05
0394.png,0.4769621267914772,394,0,0.046075746,-0.04607574641704559,0.05
0407.png,0.47091312520205975,407,0,0.05817375,-0.05817374959588051,0.05
0413.png,0.4829629249870777,413,0,0.03407415,-0.034074150025844574,0.05
0420.png,0.09474313259124756,420,0,0.81051373,-0.8105137348175049,0.05
0427.png,0.5236656963825226,427,0,0.9526686,0.047331392765045166,0.95
0433.png,0.5431579947471619,433,0,0.913684,0.08631598949432373,0.95
0434.png,0.5967607796192169,434,0,0.80647844,0.19352155923843384,0.95
0439.png,0.5209773778915405,439,0,0.95804524,0.041954755783081055,0.95
0444.png,0.4629097431898117,444,0,0.07418051,-0.07418051362037659,0.05
0445.png,0.5266152322292328,445,0,0.94676954,0.053230464458465576,0.95
0451.png,0.530602365732193,451,0,0.93879527,0.061204731464385986,0.95
0452.png,0.47178664058446884,452,0,0.05642672,-0.05642671883106232,0.05
0458.png,0.4742485526949167,458,0,0.051502895,-0.05150289461016655,0.05
0460.png,0.5270355641841888,460,0,0.9459289,0.054071128368377686,0.95
0476.png,0.470624091103673,476,0,0.058751818,-0.05875181779265404,0.05
0481.png,0.4733671210706234,481,0,0.053265758,-0.053265757858753204,0.05
0494.png,0.48139969632029533,494,0,0.037200607,-0.03720060735940933,0.05
0500.png,0.47809071093797684,500,0,0.043818578,-0.043818578124046326,0.05
0507.png,0.5169773995876312,507,0,0.9660452,0.03395479917526245,0.95
0513.png,0.5294702053070068,513,0,0.9410596,0.05894041061401367,0.95
0516.png,0.4688849039375782,516,0,0.062230192,-0.0622301921248436,0.05
0518.png,0.5216809213161469,518,0,0.95663816,0.0433618426322937,0.95
0527.png,0.4808847177773714,527,0,0.038230564,-0.03823056444525719,0.05
0537.png,0.5195067822933197,537,0,0.96098644,0.039013564586639404,0.95
0538.png,0.8731123507022858,538,0,0.2537753,0.7462247014045715,0.95
0539.png,0.5251108705997467,539,0,0.94977826,0.05022174119949341,0.95
0542.png,0.4770540576428175,542,0,0.045891885,-0.045891884714365005,0.05
0543.png,0.5826226770877838,543,0,0.83475465,0.16524535417556763,0.95
0544.png,0.5229124128818512,544,0,0.9541752,0.04582482576370239,0.95
0547.png,0.5160257816314697,547,0,0.96794844,0.03205156326293945,0.95
0548.png,0.46273769810795784,548,0,0.074524604,-0.07452460378408432,0.05
0549.png,0.44005582481622696,549,0,0.11988835,-0.11988835036754608,0.05
0553.png,0.5162662863731384,553,0,0.9674674,0.032532572746276855,0.95
0554.png,0.5263047814369202,554,0,0.94739044,0.05260956287384033,0.95
0557.png,0.5636214315891266,557,0,0.87275714,0.12724286317825317,0.95
0558.png,0.5289183259010315,558,0,0.94216335,0.05783665180206299,0.95
0563.png,0.5227898955345154,563,0,0.9544202,0.04557979106903076,0.95
0566.png,0.5643143951892853,566,0,0.8713712,0.12862879037857056,0.95
0568.png,0.4726914335042238,568,0,0.054617133,-0.05461713299155235,0.05
0571.png,0.3706834465265274,571,0,0.2586331,-0.2586331069469452,0.05
0583.png,0.4522673338651657,583,0,0.09546533,-0.09546533226966858,0.05
0586.png,0.4684130698442459,586,0,0.06317386,-0.06317386031150818,0.05
0587.png,0.5317133069038391,587,0,0.9365734,0.06342661380767822,0.95
0589.png,0.5321217477321625,589,0,0.9357565,0.06424349546432495,0.95
0590.png,0.4763666093349457,590,0,0.04726678,-0.04726678133010864,0.05
0595.png,0.7720387279987335,595,0,0.45592254,0.544077455997467,0.95
0596.png,0.5252484083175659,596,0,0.9495032,0.050496816635131836,0.95
0604.png,0.5364160537719727,604,0,0.9271679,0.07283210754394531,0.95
0606.png,0.4601782262325287,606,0,0.07964355,-0.07964354753494263,0.05
0624.png,0.5430327653884888,624,0,0.91393447,0.08606553077697754,0.95
0625.png,0.4855510136112571,625,0,0.028897973,-0.028897972777485847,0.05
0631.png,0.5273021161556244,631,0,0.94539577,0.05460423231124878,0.95
0637.png,0.4023415893316269,637,0,0.19531682,-0.19531682133674622,0.05
0641.png,0.5529354810714722,641,0,0.89412904,0.10587096214294434,0.95
0646.png,0.4675649292767048,646,0,0.06487014,-0.06487014144659042,0.05
0657.png,0.8033027946949005,657,0,0.3933944,0.606605589389801,0.95
0659.png,0.5266736447811127,659,0,0.9466527,0.05334728956222534,0.95
0660.png,0.4729130920022726,660,0,0.054173816,-0.05417381599545479,0.05
0663.png,0.4762699268758297,663,0,0.047460146,-0.04746014624834061,0.05
0667.png,0.48112611286342144,667,0,0.037747774,-0.03774777427315712,0.05
0675.png,0.7130853235721588,675,0,0.57382935,0.4261706471443176,0.95
0676.png,0.5435666739940643,676,0,0.91286665,0.08713334798812866,0.95
0685.png,0.5222085118293762,685,0,0.955583,0.04441702365875244,0.95
0704.png,0.5443815588951111,704,0,0.9112369,0.08876311779022217,0.95
0713.png,0.5630265176296234,713,0,0.87394696,0.12605303525924683,0.95
0716.png,0.4823099821805954,716,0,0.035380036,-0.035380035638809204,0.05
0723.png,0.5549832284450531,723,0,0.89003354,0.1099664568901062,0.95
0724.png,0.5239798426628113,724,0,0.9520403,0.04795968532562256,0.95
0732.png,0.5240419209003448,732,0,0.95191616,0.0480838418006897,0.95
0738.png,0.53066486120224,738,0,0.9386703,0.06132972240447998,0.95
0748.png,0.14124345779418945,748,0,0.7175131,-0.7175130844116211,0.05
0753.png,0.5286853611469269,753,0,0.9426293,0.05737072229385376,0.95
0757.png,0.9362712204456329,757,0,0.12745756,0.8725424408912659,0.95
0760.png,0.5314544439315796,760,0,0.9370911,0.06290888786315918,0.95
0763.png,0.4768575709313154,763,0,0.04628486,-0.046284858137369156,0.05
0764.png,0.5315188765525818,764,0,0.93696225,0.06303775310516357,0.95
0766.png,0.5226185321807861,766,0,0.95476294,0.045237064361572266,0.95
0782.png,0.5237716436386108,782,0,0.9524567,0.04754328727722168,0.95
0784.png,0.4748681131750345,784,0,0.050263774,-0.050263773649930954,0.05
0789.png,0.4714018441736698,789,0,0.05719631,-0.05719631165266037,0.05
0794.png,0.4804577026516199,794,0,0.039084595,-0.03908459469676018,0.05
0797.png,0.5275069773197174,797,0,0.94498605,0.055013954639434814,0.95
0798.png,0.5306638777256012,798,0,0.93867224,0.06132775545120239,0.95
0802.png,0.5245389938354492,802,0,0.950922,0.04907798767089844,0.95
0805.png,0.5144197940826416,805,0,0.9711604,0.028839588165283203,0.95
0809.png,0.5182152986526489,809,0,0.9635694,0.03643059730529785,0.95
0811.png,0.3764004558324814,811,0,0.24719909,-0.24719908833503723,0.05
0814.png,0.4586797505617142,814,0,0.0826405,-0.08264049887657166,0.05
0819.png,0.46915971115231514,819,0,0.061680578,-0.06168057769536972,0.05
0820.png,0.532096803188324,820,0,0.9358064,0.06419360637664795,0.95
0822.png,0.537707507610321,822,0,0.924585,0.07541501522064209,0.95
0832.png,0.5169375836849213,832,0,0.96612483,0.03387516736984253,0.95
0841.png,0.6372693777084351,841,0,0.72546124,0.2745387554168701,0.95
0845.png,0.47212304919958115,845,0,0.0557539,-0.05575390160083771,0.05
0847.png,0.8421948999166489,847,0,0.3156102,0.6843897998332977,0.95
0849.png,0.5219272971153259,849,0,0.9561454,0.043854594230651855,0.95
0857.png,0.9619067795574665,857,0,0.07618644,0.923813559114933,0.95
0861.png,0.47605385072529316,861,0,0.0478923,-0.04789229854941368,0.05
0862.png,0.5335429906845093,862,0,0.932914,0.06708598136901855,0.95
0865.png,0.47984607703983784,865,0,0.040307846,-0.040307845920324326,0.05
0866.png,0.4838197212666273,866,0,0.032360557,-0.03236055746674538,0.05
0867.png,0.4767024163156748,867,0,0.046595167,-0.046595167368650436,0.05
0873.png,0.4738204162567854,873,0,0.052359167,-0.052359167486429214,0.05
0882.png,0.521685004234314,882,0,0.95663,0.04337000846862793,0.95
0883.png,0.5425547659397125,883,0,0.91489047,0.08510953187942505,0.95
0885.png,0.47966075874865055,885,0,0.040678483,-0.0406784825026989,0.05
0889.png,0.24177569150924683,889,0,0.5164486,-0.5164486169815063,0.05
0890.png,0.5246922373771667,890,0,0.9506155,0.049384474754333496,0.95
0893.png,0.5270436704158783,893,0,0.94591266,0.05408734083175659,0.95
0916.png,0.5196070671081543,916,0,0.96078587,0.039214134216308594,0.95
0920.png,0.5257396399974823,920,0,0.9485207,0.0514792799949646,0.95
0924.png,0.46966708451509476,924,0,0.06066583,-0.060665830969810486,0.05
0930.png,0.2739008963108063,930,0,0.4521982,-0.45219820737838745,0.05
0944.png,0.8650075495243073,944,0,0.2699849,0.7300150990486145,0.95
0947.png,0.40164151787757874,947,0,0.19671696,-0.19671696424484253,0.05
0954.png,0.4677850417792797,954,0,0.06442992,-0.06442991644144058,0.05
0957.png,0.5497116446495056,957,0,0.9005767,0.09942328929901123,0.95
0971.png,0.529729038476944,971,0,0.9405419,0.05945807695388794,0.95
0977.png,0.47488181479275227,977,0,0.05023637,-0.05023637041449547,0.05
0983.png,0.8625486642122269,983,0,0.27490267,0.7250973284244537,0.95
0989.png,0.4752576258033514,989,0,0.04948475,-0.049484748393297195,0.05
0999.png,0.45196928456425667,999,0,0.09606143,-0.09606143087148666,0.05
1006.png,0.4170900136232376,1006,0,0.16581997,-0.16581997275352478,0.05
1016.png,0.5305035710334778,1016,0,0.93899286,0.061007142066955566,0.95
1031.png,0.4741151835769415,1031,0,0.051769633,-0.05176963284611702,0.05
1040.png,0.5195815861225128,1040,0,0.9608368,0.039163172245025635,0.95
1047.png,0.5156790614128113,1047,0,0.9686419,0.03135812282562256,0.95
1048.png,0.5276871919631958,1048,0,0.9446256,0.0553743839263916,0.95
1049.png,0.5766705274581909,1049,0,0.84665895,0.15334105491638184,0.95
1064.png,0.4456377178430557,1064,0,0.108724564,-0.10872456431388855,0.05
1067.png,0.5266247987747192,1067,0,0.9467504,0.05324959754943848,0.95
1068.png,0.464505884796381,1068,0,0.07098823,-0.070988230407238,0.05
1071.png,0.4816064201295376,1071,0,0.03678716,-0.036787159740924835,0.05
1075.png,0.5269560813903809,1075,0,0.94608784,0.05391216278076172,0.95
1080.png,0.5458572506904602,1080,0,0.9082855,0.09171450138092041,0.95
1085.png,0.47795169055461884,1085,0,0.04409662,-0.04409661889076233,0.05
1089.png,0.4764905609190464,1089,0,0.04701888,-0.047018878161907196,0.05
1097.png,0.4638879857957363,1097,0,0.07222403,-0.07222402840852737,0.05
1103.png,0.5296928584575653,1103,0,0.9406143,0.059385716915130615,0.95
1104.png,0.4702542573213577,1104,0,0.059491485,-0.059491485357284546,0.05
1105.png,0.4757735915482044,1105,0,0.048452817,-0.048452816903591156,0.05
1107.png,0.526939868927002,1107,0,0.94612026,0.053879737854003906,0.95
1114.png,0.523337721824646,1114,0,0.95332456,0.04667544364929199,0.95
1115.png,0.48109956458210945,1115,0,0.03780087,-0.0378008708357811,0.05
1130.png,0.4723679553717375,1130,0,0.05526409,-0.05526408925652504,0.05
1134.png,0.5263932645320892,1134,0,0.9472135,0.05278652906417847,0.95
1135.png,0.36628448963165283,1135,0,0.26743102,-0.26743102073669434,0.05
1142.png,0.5523084104061127,1142,0,0.8953832,0.10461682081222534,0.95
1144.png,0.6366345286369324,1144,0,0.72673094,0.27326905727386475,0.95
1149.png,0.3918236121535301,1149,0,0.21635278,-0.21635277569293976,0.05
1150.png,0.45657654106616974,1150,0,0.08684692,-0.08684691786766052,0.05
1153.png,0.47170381620526314,1153,0,0.056592368,-0.056592367589473724,0.05
1156.png,0.5178806185722351,1156,0,0.96423876,0.035761237144470215,0.95
1159.png,0.5227100253105164,1159,0,0.95457995,0.045420050621032715,0.95
1160.png,0.47457156516611576,1160,0,0.05085687,-0.05085686966776848,0.05
1161.png,0.4807480722665787,1161,0,0.038503855,-0.03850385546684265,0.05
1162.png,0.5347250998020172,1162,0,0.9305498,0.06945019960403442,0.95
1168.png,0.5198218822479248,1168,0,0.96035624,0.03964376449584961,0.95
1170.png,0.5810860097408295,1170,0,0.837828,0.16217201948165894,0.95
1173.png,0.5402460992336273,1173,0,0.9195078,0.08049219846725464,0.95
1181.png,0.4733236636966467,1181,0,0.053352673,-0.05335267260670662,0.05
1182.png,0.4797745794057846,1182,0,0.04045084,-0.040450841188430786,0.05
1188.png,0.42284101992845535,1188,0,0.15431796,-0.1543179601430893,0.05
1198.png,0.5787592232227325,1198,0,0.84248155,0.1575184464454651,0.95
1200.png,0.47426911257207394,1200,0,0.051461775,-0.05146177485585213,0.05
1211.png,0.4526861272752285,1211,0,0.094627745,-0.094627745449543,0.05
1214.png,0.40863020718097687,1214,0,0.18273959,-0.18273958563804626,0.05
1222.png,0.05283328890800476,1222,0,0.8943334,-0.8943334221839905,0.05
1229.png,0.5249105989933014,1229,0,0.9501788,0.04982119798660278,0.95
1230.png,0.4809710271656513,1230,0,0.038057946,-0.03805794566869736,0.05
1240.png,0.4701204411685467,1240,0,0.059759118,-0.05975911766290665,0.05
1248.png,0.48159137554466724,1248,0,0.03681725,-0.03681724891066551,0.05
1254.png,0.5234381258487701,1254,0,0.95312375,0.04687625169754028,0.95
1259.png,0.47316312976181507,1259,0,0.05367374,-0.05367374047636986,0.05
1261.png,0.3933516889810562,1261,0,0.21329662,-0.21329662203788757,0.05
1265.png,0.5363827049732208,1265,0,0.9272346,0.07276540994644165,0.95
1278.png,0.46950661577284336,1278,0,0.06098677,-0.06098676845431328,0.05
1282.png,0.4786891806870699,1282,0,0.04262164,-0.042621638625860214,0.05
1286.png,0.4766045846045017,1286,0,0.04679083,-0.04679083079099655,0.05
1287.png,0.4684758670628071,1287,0,0.063048266,-0.06304826587438583,0.05
1291.png,0.48009255714714527,1291,0,0.039814886,-0.03981488570570946,0.05
1295.png,0.5235058963298798,1295,0,0.9529882,0.04701179265975952,0.95
1301.png,0.5491373836994171,1301,0,0.90172523,0.09827476739883423,0.95
1304.png,0.523859828710556,1304,0,0.95228034,0.04771965742111206,0.95
1308.png,0.5322557389736176,1308,0,0.9354885,0.06451147794723511,0.95
1316.png,0.5230289995670319,1316,0,0.953942,0.04605799913406372,0.95
1319.png,0.4783795364201069,1319,0,0.043240927,-0.043240927159786224,0.05
1323.png,0.4734816998243332,1323,0,0.0530366,-0.05303660035133362,0.05
1339.png,0.6899763643741608,1339,0,0.6200473,0.37995272874832153,0.95
1351.png,0.4729074742645025,1351,0,0.05418505,-0.05418505147099495,0.05
1352.png,0.5267530977725983,1352,0,0.9464938,0.05350619554519653,0.95
1353.png,0.4285426139831543,1353,0,0.14291477,-0.1429147720336914,0.05
1357.png,0.5260453224182129,1357,0,0.94790936,0.05209064483642578,0.95
1358.png,0.5219052135944366,1358,0,0.9561896,0.04381042718887329,0.95
1365.png,0.47278518602252007,1365,0,0.054429628,-0.05442962795495987,0.05
1368.png,0.5244746804237366,1368,0,0.95105064,0.048949360847473145,0.95
1371.png,0.47662454657256603,1371,0,0.046750907,-0.046750906854867935,0.05
1378.png,0.47862414829432964,1378,0,0.042751703,-0.042751703411340714,0.05
1380.png,0.5243429839611053,1380,0,0.95131403,0.04868596792221069,0.95
1386.png,0.4739667419344187,1386,0,0.052066516,-0.05206651613116264,0.05
1387.png,0.5542345941066742,1387,0,0.8915308,0.10846918821334839,0.95
1396.png,0.4701544903218746,1396,0,0.05969102,-0.05969101935625076,0.05
1400.png,0.4679708108305931,1400,0,0.06405838,-0.06405837833881378,0.05
1403.png,0.04255005717277527,1403,0,0.9148999,-0.9148998856544495,0.05
1408.png,0.25047948956489563,1408,0,0.49904102,-0.49904102087020874,0.05
1409.png,0.4800408110022545,1409,0,0.039918378,-0.03991837799549103,0.05
1410.png,0.5380709171295166,1410,0,0.92385817,0.0761418342590332,0.95
1428.png,0.5313817262649536,1428,0,0.93723655,0.06276345252990723,0.95
1431.png,0.4679262675344944,1431,0,0.064147465,-0.0641474649310112,0.05
1438.png,0.5272818207740784,1438,0,0.94543636,0.05456364154815674,0.95
1441.png,0.5240656137466431,1441,0,0.9518688,0.04813122749328613,0.95
1448.png,0.5254791676998138,1448,0,0.94904166,0.050958335399627686,0.95
1454.png,0.5437285006046295,1454,0,0.912543,0.08745700120925903,0.95
1459.png,0.4743710123002529,1459,0,0.051257975,-0.05125797539949417,0.05
1466.png,0.4743659067898989,1466,0,0.051268186,-0.051268186420202255,0.05
1469.png,0.5190544426441193,1469,0,0.9618911,0.038108885288238525,0.95
1481.png,0.4288133233785629,1481,0,0.14237335,-0.14237335324287415,0.05
1485.png,0.5210948884487152,1485,0,0.9578102,0.04218977689743042,0.95
1506.png,0.5309769809246063,1506,0,0.93804604,0.061953961849212646,0.95
1516.png,0.46966301649808884,1516,0,0.060673967,-0.06067396700382233,0.05
1525.png,0.5218719244003296,1525,0,0.95625615,0.04374384880065918,0.95
1526.png,0.5234045386314392,1526,0,0.9531909,0.04680907726287842,0.95
1551.png,0.47761973552405834,1551,0,0.04476053,-0.044760528951883316,0.05
1553.png,0.47364626824855804,1553,0,0.052707464,-0.05270746350288391,0.05
1557.png,0.4370724931359291,1557,0,0.12585501,-0.12585501372814178,0.05
1566.png,0.5337258875370026,1566,0,0.9325482,0.06745177507400513,0.95
1571.png,0.48110052943229675,1571,0,0.03779894,-0.037798941135406494,0.05
1578.png,0.5180661082267761,1578,0,0.9638678,0.036132216453552246,0.95
1588.png,0.47616944275796413,1588,0,0.047661114,-0.04766111448407173,0.05
1596.png,0.4332897812128067,1596,0,0.13342044,-0.1334204375743866,0.05
1606.png,0.5726140737533569,1606,0,0.85477185,0.14522814750671387,0.95
1607.png,0.5205933749675751,1607,0,0.95881325,0.041186749935150146,0.95
1609.png,0.6615457832813263,1609,0,0.67690843,0.3230915665626526,0.95
1611.png,0.12669727206230164,1611,0,0.74660546,-0.7466054558753967,0.05
1615.png,0.47402252070605755,1615,0,0.05195496,-0.0519549585878849,0.05
1618.png,0.4774676188826561,1618,0,0.045064762,-0.045064762234687805,0.05
1626.png,0.5192790627479553,1626,0,0.9614419,0.038558125495910645,0.95
1628.png,0.5485063791275024,1628,0,0.90298724,0.09701275825500488,0.95
1629.png,0.46905534341931343,1629,0,0.061889313,-0.06188931316137314,0.05
1634.png,0.5254966616630554,1634,0,0.9490067,0.05099332332611084,0.95
1640.png,0.5384069383144379,1640,0,0.9231861,0.07681387662887573,0.95
1660.png,0.48090445809066296,1660,0,0.038191084,-0.03819108381867409,0.05
1666.png,0.5437536239624023,1666,0,0.91249275,0.08750724792480469,0.95
1669.png,0.5265683233737946,1669,0,0.94686335,0.05313664674758911,0.95
1677.png,0.45964357256889343,1677,0,0.080712855,-0.08071285486221313,0.05
1678.png,0.5200826525688171,1678,0,0.9598347,0.04016530513763428,0.95
1683.png,0.29186494648456573,1683,0,0.4162701,-0.41627010703086853,0.05
1688.png,0.564041405916214,1688,0,0.8719172,0.12808281183242798,0.95
1689.png,0.4818017687648535,1689,0,0.036396462,-0.036396462470293045,0.05
1694.png,0.5182674825191498,1694,0,0.96346503,0.03653496503829956,0.95
1697.png,0.5217716097831726,1697,0,0.9564568,0.043543219566345215,0.95
1704.png,0.5269290208816528,1704,0,0.94614196,0.053858041763305664,0.95
1712.png,0.5230252742767334,1712,0,0.95394945,0.0460505485534668,0.95
1717.png,0.5199896991252899,1717,0,0.9600206,0.039979398250579834,0.95
1726.png,0.5216622650623322,1726,0,0.95667547,0.04332453012466431,0.95
1750.png,0.5264815390110016,1750,0,0.9470369,0.052963078022003174,0.95
1752.png,0.5162841379642487,1752,0,0.9674317,0.032568275928497314,0.95
1753.png,0.06847912073135376,1753,0,0.86304176,-0.8630417585372925,0.05
1758.png,0.4754520673304796,1758,0,0.049095865,-0.049095865339040756,0.05
1761.png,0.47900341264903545,1761,0,0.041993175,-0.04199317470192909,0.05
1765.png,0.5366686880588531,1765,0,0.9266626,0.0733373761177063,0.95
1766.png,0.46187901124358177,1766,0,0.07624198,-0.07624197751283646,0.05
1775.png,0.46653982996940613,1775,0,0.06692034,-0.06692034006118774,0.05
1782.png,0.9599898755550385,1782,0,0.08002025,0.9199797511100769,0.95
1784.png,0.46710890904068947,1784,0,0.06578218,-0.06578218191862106,0.05
1794.png,0.5247078537940979,1794,0,0.9505843,0.0494157075881958,0.95
1802.png,0.5545479953289032,1802,0,0.890904,0.1090959906578064,0.95
1803.png,0.5243014991283417,1803,0,0.951397,0.04860299825668335,0.95
1805.png,0.5240035057067871,1805,0,0.951993,0.04800701141357422,0.95
1810.png,0.5179007053375244,1810,0,0.9641986,0.03580141067504883,0.95
1812.png,0.5260433554649353,1812,0,0.9479133,0.052086710929870605,0.95
1817.png,0.47496888414025307,1817,0,0.05006223,-0.050062231719493866,0.05
1819.png,0.4778839461505413,1819,0,0.044232108,-0.04423210769891739,0.05
1823.png,0.5256956815719604,1823,0,0.94860864,0.0513913631439209,0.95
1829.png,0.5261787474155426,1829,0,0.9476425,0.052357494831085205,0.95
1836.png,0.4628928266465664,1836,0,0.07421435,-0.07421434670686722,0.05
1841.png,0.5167476236820221,1841,0,0.96650475,0.03349524736404419,0.95
1844.png,0.5228484272956848,1844,0,0.95430315,0.04569685459136963,0.95
1850.png,0.47445389814674854,1850,0,0.051092204,-0.051092203706502914,0.05
1860.png,0.5194424986839294,1860,0,0.961115,0.03888499736785889,0.95
1872.png,0.11545071005821228,1872,0,0.7690986,-0.7690985798835754,0.05
1876.png,0.5264381766319275,1876,0,0.94712365,0.05287635326385498,0.95
1877.png,0.5313713848590851,1877,0,0.93725723,0.06274276971817017,0.95
1880.png,0.5308246314525604,1880,0,0.93835074,0.06164926290512085,0.95
1891.png,0.47605245374143124,1891,0,0.047895093,-0.04789509251713753,0.05
