image_name,label,label_test_0,label_tta_0,label_tmix_0,label_test_1,label_tta_1,label_tmix_1,label_test_2,label_tta_2,label_tmix_2,label_test_3,label_tta_3,label_tmix_3,label_test_4,label_tta_4,label_tmix_4
2194.png,0.9522778,0.9568255,0.9489646,0.9568255,0.9454759,0.94774663,0.94774663,0.95870966,0.95901006,0.95901006,0.95007056,0.95135534,0.95135534,0.9464512,0.94180137,0.9464512
2195.png,0.8406418,0.8275226,0.7338645,0.8275226,0.65653265,0.72316736,0.72316736,0.609192,0.79719025,0.79719025,0.9518599,0.95263016,0.95263016,0.87800574,0.9026983,0.9026983
2196.png,0.04076177,0.035763334,0.037086006,0.035763334,0.051124427,0.05122345,0.051124427,0.044994343,0.045539703,0.044994343,0.03326359,0.0350201,0.03326359,0.03927708,0.038663153,0.038663153
2197.png,0.9275795,0.94316345,0.9378709,0.94316345,0.9117135,0.8846056,0.9117135,0.91140556,0.860055,0.91140556,0.908522,0.89877456,0.908522,0.963093,0.92208415,0.963093
2198.png,0.5237894,0.2963607,0.1826813,0.1826813,0.48469037,0.49609327,0.48469037,0.90789664,0.81525564,0.90789664,0.17356776,0.17530316,0.17356776,0.8701109,0.58352244,0.8701109
2199.png,0.92391473,0.72104484,0.7943122,0.7943122,0.9466659,0.9400645,0.9466659,0.9591836,0.9583291,0.9591836,0.9597699,0.955258,0.9597699,0.959642,0.95497584,0.959642
2200.png,0.7884484,0.56206644,0.55342853,0.56206644,0.9129704,0.8706319,0.9129704,0.92839164,0.92048854,0.92839164,0.84572786,0.7961393,0.84572786,0.55065393,0.6930855,0.6930855
2201.png,0.5222825,0.15615015,0.262508,0.15615015,0.41844955,0.34369814,0.34369814,0.89938694,0.9020212,0.9020212,0.8748521,0.8900502,0.8900502,0.31949264,0.45761824,0.31949264
2202.png,0.08812476,0.028917434,0.030136386,0.028917434,0.04826903,0.04904245,0.04826903,0.046131454,0.045571942,0.045571942,0.056532122,0.05056213,0.05056213,0.39096656,0.26730326,0.26730326
2203.png,0.047146447,0.04412641,0.04413421,0.04412641,0.050351866,0.050034758,0.050034758,0.05100983,0.04936361,0.04936361,0.047438323,0.04813712,0.047438323,0.044769123,0.04645031,0.044769123
2204.png,0.92389697,0.9545869,0.94346917,0.9545869,0.9528283,0.95361716,0.95361716,0.9117119,0.8828592,0.9117119,0.9122499,0.93006814,0.93006814,0.8695005,0.86012673,0.8695005
2205.png,0.04638768,0.051808245,0.0544962,0.051808245,0.03855181,0.038826514,0.03855181,0.04969694,0.04969777,0.04969694,0.050251555,0.04907617,0.04907617,0.042805243,0.047816318,0.042805243
2206.png,0.93907964,0.95085055,0.9485123,0.95085055,0.9521391,0.94515616,0.9521391,0.6448959,0.89131266,0.89131266,0.9466742,0.9484849,0.9484849,0.95261115,0.9506786,0.95261115
2207.png,0.8992613,0.90956926,0.9080041,0.90956926,0.94359356,0.90153563,0.94359356,0.9297769,0.9417871,0.9417871,0.7079623,0.79147065,0.79147065,0.90183765,0.90988606,0.90988606
2208.png,0.9323859,0.9422482,0.91687644,0.9422482,0.94910604,0.949058,0.94910604,0.87065303,0.806547,0.87065303,0.950235,0.9488738,0.950235,0.9488319,0.9496874,0.9496874
2209.png,0.26119733,0.34648642,0.18845187,0.18845187,0.77295595,0.64932287,0.77295595,0.084598586,0.06380186,0.06380186,0.1926538,0.25379124,0.1926538,0.095335916,0.08812325,0.08812325
2210.png,0.6935776,0.4501011,0.63501865,0.63501865,0.8505967,0.84423035,0.8505967,0.8314294,0.78335273,0.8314294,0.2260705,0.2700689,0.2260705,0.92477286,0.9070944,0.92477286
2211.png,0.068159446,0.058913086,0.08006382,0.058913086,0.058971472,0.06385902,0.058971472,0.055603046,0.057114843,0.055603046,0.07192804,0.073195845,0.07192804,0.099412754,0.09538161,0.09538161
2212.png,0.45192066,0.09532374,0.08729053,0.08729053,0.2683864,0.23102972,0.23102972,0.9213994,0.86548716,0.9213994,0.9461826,0.77350926,0.9461826,0.082952246,0.07370108,0.07370108
2213.png,0.9069935,0.9058934,0.8782986,0.9058934,0.86030704,0.86249393,0.86249393,0.92133594,0.9422256,0.9422256,0.92355585,0.901294,0.92355585,0.9007988,0.8515618,0.9007988
2214.png,0.8569871,0.94929045,0.94437253,0.94929045,0.65691525,0.5481404,0.65691525,0.8158269,0.85799503,0.85799503,0.89379364,0.85229045,0.89379364,0.92694134,0.9202951,0.92694134
2215.png,0.23235516,0.06389725,0.087697744,0.06389725,0.8067135,0.5877216,0.8067135,0.22803831,0.14909048,0.14909048,0.086439155,0.1445191,0.086439155,0.05563543,0.14337328,0.05563543
2216.png,0.9511057,0.94685286,0.9369722,0.94685286,0.9521554,0.94720304,0.9521554,0.9530219,0.9511479,0.9530219,0.9426618,0.93890256,0.9426618,0.9608366,0.89054453,0.9608366
2217.png,0.049416415,0.05324552,0.054610614,0.05324552,0.0515285,0.050355252,0.050355252,0.051121455,0.04987725,0.04987725,0.04587915,0.0449018,0.0449018,0.048702236,0.050545372,0.048702236
2218.png,0.9572837,0.95387256,0.94833124,0.95387256,0.95233494,0.95115155,0.95233494,0.9527635,0.95672405,0.95672405,0.95982474,0.95863,0.95982474,0.96366173,0.963183,0.96366173
2219.png,0.06765892,0.06385702,0.23608619,0.06385702,0.05828267,0.05954898,0.05828267,0.099999666,0.19467056,0.099999666,0.055673737,0.05220896,0.05220896,0.06394631,0.087110706,0.06394631
2220.png,0.6199414,0.3390937,0.45739138,0.3390937,0.95420057,0.9410303,0.95420057,0.06765794,0.07875692,0.06765794,0.78330886,0.8178071,0.8178071,0.88090813,0.92094815,0.92094815
2221.png,0.5009853,0.4533962,0.27354398,0.27354398,0.9028181,0.8624178,0.9028181,0.54853785,0.38669583,0.38669583,0.05220202,0.22777018,0.05220202,0.8896668,0.85463697,0.8896668
2222.png,0.0458451,0.050583616,0.04973288,0.04973288,0.050518002,0.049614254,0.049614254,0.050065987,0.04989606,0.04989606,0.04066824,0.038532365,0.038532365,0.04575196,0.041449938,0.041449938
2223.png,0.9307624,0.9589895,0.95868665,0.9589895,0.9358422,0.9363316,0.9363316,0.93077916,0.93122077,0.93122077,0.94566536,0.9441678,0.94566536,0.8597094,0.8816046,0.8816046
2224.png,0.3963601,0.20334442,0.28839165,0.20334442,0.120900795,0.19459943,0.120900795,0.5200696,0.59100544,0.59100544,0.8731414,0.87977946,0.87977946,0.1867703,0.32959718,0.1867703
2225.png,0.049493928,0.041350815,0.043952644,0.041350815,0.052159604,0.053216204,0.052159604,0.051695514,0.050140593,0.050140593,0.041497782,0.044000246,0.041497782,0.068269,0.06232085,0.06232085
2226.png,0.44804725,0.58873236,0.49364185,0.58873236,0.23535612,0.21739197,0.21739197,0.94241506,0.9105014,0.94241506,0.39156193,0.4323238,0.39156193,0.11200369,0.100134745,0.100134745
2227.png,0.13936381,0.07407074,0.09239894,0.07407074,0.05413791,0.05625386,0.05413791,0.34538513,0.30419642,0.30419642,0.07928461,0.070190676,0.070190676,0.21737932,0.19422337,0.19422337
2228.png,0.05699239,0.06175047,0.06375603,0.06175047,0.051934622,0.05292847,0.051934622,0.05305925,0.050552495,0.050552495,0.058829404,0.06159036,0.058829404,0.06435299,0.06189494,0.06189494
2229.png,0.9298204,0.84857184,0.8277635,0.84857184,0.94954306,0.94695294,0.94954306,0.9423365,0.9422808,0.9423365,0.94610417,0.9433409,0.94610417,0.9623231,0.96254694,0.96254694
2230.png,0.6821047,0.0731235,0.35441777,0.0731235,0.9435559,0.9408315,0.9435559,0.40781042,0.5968138,0.5968138,0.86585164,0.8873506,0.8873506,0.9030486,0.90967965,0.90967965
2231.png,0.24506769,0.19104302,0.2886587,0.19104302,0.7140328,0.6303066,0.7140328,0.041113704,0.09312502,0.041113704,0.06707658,0.065794796,0.065794796,0.21335408,0.24400719,0.21335408
2232.png,0.94441223,0.94774795,0.947324,0.94774795,0.9506669,0.94834626,0.9506669,0.9499804,0.9431716,0.9499804,0.9492961,0.9532691,0.9532691,0.9145064,0.9203968,0.9203968
2233.png,0.590993,0.3926701,0.5711118,0.3926701,0.6843739,0.6991307,0.6991307,0.72608817,0.67575234,0.72608817,0.9209085,0.8389131,0.9209085,0.21616735,0.4153283,0.21616735
2234.png,0.3016196,0.11449971,0.24097265,0.11449971,0.95315117,0.9462455,0.95315117,0.19725432,0.19896087,0.19725432,0.15958321,0.2047227,0.15958321,0.08360955,0.11595744,0.08360955
2235.png,0.9227786,0.90891546,0.9042419,0.90891546,0.9298887,0.93721807,0.93721807,0.92310053,0.8999835,0.92310053,0.93343806,0.9341578,0.9341578,0.9105011,0.907021,0.9105011
2236.png,0.94166404,0.9764198,0.9599404,0.9764198,0.93873715,0.93507755,0.93873715,0.94191337,0.94508845,0.94508845,0.9589728,0.93682414,0.9589728,0.88535446,0.88910216,0.88910216
2237.png,0.8251375,0.9061095,0.91723466,0.91723466,0.95457464,0.9492784,0.95457464,0.95588046,0.95230144,0.95588046,0.9116857,0.90602154,0.9116857,0.38631225,0.60292065,0.38631225
2238.png,0.59993577,0.1309852,0.09952178,0.09952178,0.27751574,0.5126322,0.27751574,0.7696467,0.8050809,0.8050809,0.89420676,0.90156084,0.90156084,0.9159997,0.90691495,0.9159997
2239.png,0.95657957,0.95541984,0.9524343,0.95541984,0.9475625,0.9071005,0.9475625,0.9581407,0.95336,0.9581407,0.9737579,0.970192,0.9737579,0.94801676,0.94129074,0.94801676
2240.png,0.054848947,0.045942564,0.043622736,0.043622736,0.04902256,0.050793253,0.04902256,0.059706114,0.05860665,0.05860665,0.057145555,0.05843849,0.057145555,0.07497009,0.065847225,0.065847225
2241.png,0.046903335,0.044705138,0.045428503,0.044705138,0.05565851,0.05971328,0.05565851,0.045766998,0.044314176,0.044314176,0.03954617,0.040515643,0.03954617,0.050292682,0.06357616,0.050292682
2242.png,0.053724933,0.043597557,0.04396544,0.043597557,0.054191407,0.052733026,0.052733026,0.050812278,0.046500105,0.046500105,0.056738406,0.06413105,0.056738406,0.077074096,0.06905558,0.06905558
2243.png,0.7719717,0.88866854,0.88081664,0.88866854,0.94967896,0.9278241,0.94967896,0.9054045,0.8892681,0.9054045,0.36645028,0.47927427,0.36645028,0.6695161,0.7496561,0.7496561
2244.png,0.9437934,0.96446025,0.9600232,0.96446025,0.8853253,0.8442297,0.8853253,0.9539156,0.94778866,0.9539156,0.95366067,0.9356773,0.95366067,0.9616052,0.9551637,0.9616052
2245.png,0.13517931,0.45063996,0.3835843,0.3835843,0.05027149,0.049861003,0.049861003,0.0594184,0.083811864,0.0594184,0.041189443,0.04224332,0.041189443,0.17088345,0.1418434,0.1418434
2246.png,0.3077724,0.04648628,0.15656148,0.04648628,0.051630933,0.055708267,0.051630933,0.13299976,0.17724092,0.13299976,0.69286776,0.57513565,0.69286776,0.6148772,0.5840002,0.6148772
2247.png,0.95404434,0.955844,0.94995695,0.955844,0.94771016,0.9493372,0.9493372,0.95702106,0.95209885,0.95702106,0.9540842,0.95488095,0.95488095,0.9531385,0.90839773,0.9531385
2248.png,0.0557471,0.059369147,0.063153625,0.059369147,0.052916445,0.056651533,0.052916445,0.055328056,0.058010377,0.055328056,0.05382261,0.054792088,0.05382261,0.057299215,0.08161917,0.057299215
2249.png,0.28703445,0.6033711,0.42865145,0.6033711,0.45853359,0.4349986,0.4349986,0.06567928,0.23626022,0.06567928,0.05741652,0.1781782,0.05741652,0.27370682,0.36192665,0.27370682
2250.png,0.7260234,0.6003793,0.57459235,0.6003793,0.31532893,0.2397206,0.2397206,0.9332335,0.87651813,0.9332335,0.94385314,0.9372478,0.94385314,0.9129304,0.8987838,0.9129304
2251.png,0.9309189,0.9246537,0.911528,0.9246537,0.9369556,0.93201005,0.9369556,0.9477508,0.87975675,0.9477508,0.93533355,0.92473024,0.93533355,0.9016757,0.90990096,0.90990096
2252.png,0.6577076,0.23927772,0.46700224,0.23927772,0.93802863,0.92511195,0.93802863,0.32738453,0.41504708,0.32738453,0.9344248,0.9340319,0.9344248,0.8494221,0.83343714,0.8494221
2253.png,0.92816985,0.9238483,0.9286191,0.9286191,0.9441014,0.9128519,0.9441014,0.9521666,0.9475064,0.9521666,0.95107037,0.94269836,0.95107037,0.8648916,0.82624096,0.8648916
2254.png,0.32667363,0.06279799,0.06384702,0.06279799,0.06517243,0.09068078,0.06517243,0.95279485,0.9521233,0.95279485,0.13321546,0.14833517,0.13321546,0.4297561,0.41938746,0.41938746
2255.png,0.9498819,0.9217409,0.9291107,0.9291107,0.94345886,0.943619,0.943619,0.95329833,0.9534781,0.9534781,0.95547825,0.9541855,0.95547825,0.9677238,0.96531826,0.9677238
2256.png,0.5276927,0.713021,0.76145023,0.76145023,0.3571816,0.36880824,0.3571816,0.63040704,0.5557727,0.63040704,0.5757759,0.5726229,0.5757759,0.31364867,0.37613422,0.31364867
2257.png,0.113626525,0.038976185,0.06592156,0.038976185,0.061775725,0.060579605,0.060579605,0.14374684,0.14642726,0.14374684,0.21353327,0.5979898,0.21353327,0.11129673,0.15876053,0.11129673
2258.png,0.9437169,0.91719294,0.77064896,0.91719294,0.94414514,0.9403822,0.94414514,0.9460638,0.93326265,0.9460638,0.96074253,0.93610436,0.96074253,0.95044,0.9397637,0.95044
2259.png,0.94602025,0.9263521,0.9208546,0.9263521,0.9504539,0.944642,0.9504539,0.9602828,0.9597755,0.9602828,0.94764495,0.9389134,0.94764495,0.9449079,0.9453673,0.9453673
2260.png,0.9434675,0.94131714,0.9259407,0.94131714,0.9628132,0.95823306,0.9628132,0.95900077,0.9407873,0.95900077,0.90125805,0.87314653,0.90125805,0.95294833,0.9346428,0.95294833
2261.png,0.91619587,0.89086175,0.8863885,0.89086175,0.8735111,0.83185256,0.8735111,0.9476864,0.92254496,0.9476864,0.9348256,0.92987317,0.9348256,0.9340943,0.8918691,0.9340943
2262.png,0.5729417,0.8805363,0.84209687,0.8805363,0.93116766,0.89978343,0.93116766,0.1548128,0.11123233,0.11123233,0.26735115,0.25297862,0.25297862,0.68879396,0.56015325,0.68879396
2263.png,0.4289767,0.05939201,0.055344872,0.055344872,0.91809016,0.8641821,0.91809016,0.15274374,0.22518882,0.15274374,0.09925025,0.1244421,0.09925025,0.9194547,0.85099894,0.9194547
2264.png,0.049880862,0.047182452,0.047243748,0.047182452,0.051652297,0.059749365,0.051652297,0.044306535,0.044658996,0.044306535,0.050012752,0.050259773,0.050012752,0.05900985,0.056250274,0.056250274
2265.png,0.15002587,0.27701706,0.23558688,0.23558688,0.04982214,0.063588254,0.04982214,0.24127321,0.39189053,0.24127321,0.08749365,0.09937818,0.08749365,0.1359535,0.20469832,0.1359535
2266.png,0.69668233,0.7678214,0.8860182,0.8860182,0.9672473,0.95783776,0.9672473,0.49386236,0.5446686,0.5446686,0.9519652,0.9523497,0.9523497,0.1331277,0.23735398,0.1331277
2267.png,0.612157,0.9321534,0.9113932,0.9321534,0.64970905,0.37825692,0.64970905,0.3170449,0.34433755,0.3170449,0.9591893,0.95868653,0.9591893,0.20268847,0.23097019,0.20268847
2268.png,0.05011154,0.03864289,0.04372866,0.03864289,0.05266626,0.052436434,0.052436434,0.054893054,0.052410923,0.052410923,0.05535171,0.05643694,0.05535171,0.053478237,0.05171574,0.05171574
2269.png,0.9358665,0.9255195,0.9163454,0.9255195,0.9495295,0.9345177,0.9495295,0.92354375,0.9024796,0.92354375,0.9335894,0.9345219,0.9345219,0.9462174,0.94235337,0.9462174
2270.png,0.897436,0.9165086,0.8650263,0.9165086,0.90015894,0.9145705,0.9145705,0.62729114,0.7640016,0.7640016,0.92735964,0.93620265,0.93620265,0.9558969,0.95078653,0.9558969
2271.png,0.8884155,0.68097186,0.82287353,0.82287353,0.9295648,0.8202795,0.9295648,0.9553244,0.89877194,0.9553244,0.958864,0.9555734,0.958864,0.77545077,0.7374807,0.77545077
2272.png,0.25536197,0.2508155,0.24128531,0.24128531,0.13454011,0.1892483,0.13454011,0.58258396,0.6256885,0.6256885,0.13782611,0.11860858,0.11860858,0.1566874,0.20107359,0.1566874
2273.png,0.451294,0.12102181,0.13574794,0.12102181,0.1566592,0.14660752,0.14660752,0.89984334,0.71655095,0.89984334,0.7585212,0.6952624,0.7585212,0.33047622,0.57187694,0.33047622
2274.png,0.5203354,0.3065113,0.25337344,0.25337344,0.87336737,0.9003798,0.9003798,0.9534011,0.9546604,0.9546604,0.15683255,0.26668283,0.15683255,0.6542774,0.33643073,0.33643073
2275.png,0.6159311,0.46527177,0.2760281,0.2760281,0.12765008,0.10473798,0.10473798,0.8768175,0.887432,0.887432,0.8881789,0.7859657,0.8881789,0.92327857,0.9143062,0.92327857
2276.png,0.5276565,0.79904115,0.843077,0.843077,0.83558786,0.81810844,0.83558786,0.05099064,0.18369344,0.05099064,0.27567032,0.32335073,0.27567032,0.4943342,0.6329568,0.6329568
2277.png,0.9244466,0.89989686,0.8356186,0.89989686,0.8823241,0.8717695,0.8823241,0.94682485,0.9407853,0.94682485,0.94060427,0.941056,0.941056,0.952131,0.9494036,0.952131
2278.png,0.945762,0.94069666,0.94513625,0.94513625,0.93175864,0.94195825,0.94195825,0.9599471,0.95951104,0.9599471,0.95428425,0.9525865,0.95428425,0.9175721,0.92748404,0.92748404
2279.png,0.08845449,0.07069689,0.110456295,0.07069689,0.060011033,0.061506856,0.060011033,0.19401604,0.14407793,0.14407793,0.09335596,0.1954306,0.09335596,0.074130654,0.07441101,0.074130654
2280.png,0.26333696,0.3287825,0.6847869,0.6847869,0.36844978,0.39352778,0.36844978,0.09303803,0.20429584,0.09303803,0.05860019,0.092426054,0.05860019,0.11180985,0.23813783,0.11180985
2281.png,0.8428791,0.84034216,0.8105794,0.84034216,0.8098504,0.734989,0.8098504,0.94614685,0.92138886,0.94614685,0.92297643,0.8254437,0.92297643,0.69508004,0.64672005,0.69508004
2282.png,0.37677217,0.9200291,0.8941899,0.9200291,0.07978921,0.06745825,0.06745825,0.29400972,0.17651466,0.17651466,0.08591258,0.105458945,0.08591258,0.6339461,0.61722225,0.6339461
2283.png,0.21075816,0.08114438,0.07402737,0.07402737,0.059994545,0.07409079,0.059994545,0.7389875,0.7440235,0.7440235,0.0942206,0.09216805,0.09216805,0.0835773,0.087485865,0.0835773
2284.png,0.5903057,0.3071823,0.34539184,0.3071823,0.9050876,0.91023326,0.91023326,0.055048022,0.05652022,0.055048022,0.82894945,0.7495247,0.82894945,0.85011554,0.76941156,0.85011554
2285.png,0.58747846,0.7550938,0.7599542,0.7599542,0.48520386,0.4979563,0.48520386,0.78680766,0.7148009,0.78680766,0.22445075,0.54920465,0.22445075,0.6809756,0.6519177,0.6809756
2286.png,0.90967035,0.73877245,0.7998558,0.7998558,0.95138186,0.9518837,0.9518837,0.93536264,0.95459765,0.95459765,0.9432507,0.9387611,0.9432507,0.89629155,0.89876395,0.89876395
2287.png,0.043036453,0.036566198,0.0433431,0.036566198,0.047333237,0.057688218,0.047333237,0.05514807,0.06364727,0.05514807,0.03316937,0.033603206,0.03316937,0.042965386,0.047162317,0.042965386
2288.png,0.14943847,0.21229686,0.23496765,0.21229686,0.046831608,0.05103884,0.046831608,0.21612544,0.1731631,0.1731631,0.12981002,0.12997282,0.12981002,0.18509078,0.22801673,0.18509078
2289.png,0.86315215,0.818406,0.76076627,0.818406,0.96482766,0.9065979,0.96482766,0.62787706,0.6884322,0.6884322,0.9547449,0.93753254,0.9547449,0.8893501,0.84483504,0.8893501
2290.png,0.13383935,0.08192285,0.111820534,0.08192285,0.123396605,0.16287978,0.123396605,0.14748985,0.13835324,0.13835324,0.06960701,0.23539527,0.06960701,0.25591707,0.30993304,0.25591707
2291.png,0.819979,0.7424118,0.48624018,0.7424118,0.8768308,0.82456833,0.8768308,0.7638732,0.73333275,0.7638732,0.92714494,0.90593797,0.92714494,0.78963435,0.7741006,0.78963435
2292.png,0.27185196,0.5716494,0.72460896,0.72460896,0.19844392,0.45245403,0.19844392,0.061588652,0.059769023,0.059769023,0.09001458,0.2798172,0.09001458,0.2864232,0.3475587,0.2864232
2293.png,0.45730194,0.5224133,0.59005535,0.59005535,0.07598554,0.19992414,0.07598554,0.82372445,0.7980023,0.82372445,0.05856887,0.13644214,0.05856887,0.7381755,0.53414404,0.7381755
2294.png,0.12849683,0.15482987,0.3276647,0.15482987,0.029596914,0.055950396,0.029596914,0.06919677,0.30891582,0.06919677,0.3131897,0.3439616,0.3131897,0.0756709,0.08948624,0.0756709
2295.png,0.7397804,0.82713664,0.7969171,0.82713664,0.25599593,0.48561227,0.25599593,0.7944272,0.7556236,0.7944272,0.90185076,0.91499555,0.91499555,0.9063469,0.8732711,0.9063469
2296.png,0.8237423,0.9729648,0.94250125,0.9729648,0.93956685,0.87892824,0.93956685,0.4262887,0.40575126,0.40575126,0.8645049,0.8541794,0.8645049,0.93592364,0.87761486,0.93592364
2297.png,0.04434014,0.029249426,0.030317377,0.029249426,0.051705778,0.052967053,0.051705778,0.0271952,0.032753464,0.0271952,0.05693396,0.061095666,0.05693396,0.056616336,0.099412225,0.056616336
2298.png,0.574942,0.057308216,0.16389933,0.057308216,0.5601935,0.7491664,0.7491664,0.8404045,0.89522594,0.89522594,0.8853255,0.8668862,0.8853255,0.28768408,0.60921335,0.28768408
2299.png,0.94468576,0.94548345,0.9325419,0.94548345,0.94838464,0.9389472,0.94838464,0.9606347,0.9555269,0.9606347,0.9495793,0.93228406,0.9495793,0.91449136,0.919347,0.919347
2300.png,0.80485994,0.56023246,0.5769933,0.5769933,0.9286255,0.9212212,0.9286255,0.92844784,0.9428654,0.9428654,0.9358389,0.91272074,0.9358389,0.5129178,0.6399767,0.6399767
2301.png,0.64334285,0.75959194,0.5398324,0.75959194,0.7879321,0.8263066,0.8263066,0.79355085,0.8090549,0.8090549,0.75177234,0.35932902,0.75177234,0.06998843,0.07200128,0.06998843
2302.png,0.7286963,0.7364221,0.5812712,0.7364221,0.9134767,0.9151444,0.9151444,0.09384905,0.2987871,0.09384905,0.9288626,0.92856634,0.9288626,0.96920323,0.96290755,0.96920323
2303.png,0.15084775,0.038112193,0.07391613,0.038112193,0.3775009,0.5269619,0.3775009,0.2564911,0.39630863,0.2564911,0.048714608,0.066939086,0.048714608,0.033419985,0.036400843,0.033419985
2304.png,0.044945024,0.041495666,0.041677177,0.041495666,0.04957611,0.04969134,0.04957611,0.046546247,0.0468155,0.046546247,0.040596128,0.04228198,0.040596128,0.046510972,0.057417944,0.046510972
2305.png,0.9121947,0.9091544,0.89483345,0.9091544,0.93800735,0.94110274,0.94110274,0.91427296,0.9224425,0.9224425,0.90191466,0.90563804,0.90563804,0.8663211,0.8826362,0.8826362
2306.png,0.8806844,0.48549488,0.73348963,0.73348963,0.928867,0.93042266,0.93042266,0.8810906,0.9156387,0.9156387,0.9215227,0.9131022,0.9215227,0.902162,0.9023482,0.9023482
2307.png,0.048348982,0.050954677,0.059711445,0.050954677,0.04867349,0.048624307,0.048624307,0.043687634,0.049956318,0.043687634,0.04942285,0.058656935,0.04942285,0.04905545,0.05504935,0.04905545
2308.png,0.9356966,0.9288571,0.88563824,0.9288571,0.9172223,0.9178759,0.9178759,0.9518979,0.932581,0.9518979,0.935522,0.938064,0.938064,0.9417881,0.93360054,0.9417881
2309.png,0.47261256,0.21082865,0.1894814,0.1894814,0.2477088,0.26076525,0.2477088,0.44793302,0.5491554,0.44793302,0.5991592,0.58973205,0.5991592,0.87878036,0.86687726,0.87878036
2310.png,0.42439717,0.074022904,0.31105378,0.074022904,0.09914176,0.114438,0.09914176,0.78876156,0.87256694,0.87256694,0.25187263,0.5971999,0.25187263,0.8243818,0.7264088,0.8243818
2311.png,0.9259443,0.94121546,0.93503743,0.94121546,0.9145255,0.8887459,0.9145255,0.915994,0.9021685,0.915994,0.88562614,0.8991555,0.8991555,0.9588313,0.90004003,0.9588313
2312.png,0.2901607,0.095484585,0.122775465,0.095484585,0.17694348,0.2240977,0.17694348,0.88111,0.86329275,0.88111,0.23205464,0.31669712,0.23205464,0.074868456,0.065210715,0.065210715
